,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
195809,201.49,100.96,-99.99,80.58,179.48,52.44,38.55,44.79,97.26,32.16,-99.99,81.67,241.06,457.16,17.69,27.08,119,75.24,241.46,-99.99,83.47,243.5,401.29,125.88,92.66,-99.99,-99.99,49.08,84.91,886.82,236.1,1654.94,42,18.85,560.6,-99.99,121.64,526.57,64.47,279.89,85.41,41.87,130.3,28.47,159.07,161.29,32.13,98.59,45.15
195810,194.71,102.85,-99.99,85.3,193.38,59.83,40.56,49.17,101.12,33.28,-99.99,86.14,269.77,469.9,18.25,29.71,122.99,79.11,261.02,-99.99,86.73,255.87,439.02,123.07,93.94,-99.99,-99.99,49.46,84.26,916.05,243.38,1719.64,43.75,19.62,606.01,-99.99,118.52,559.24,69.07,290.98,92.08,42.8,135.29,31.44,153.25,155.72,32.1,105.82,48.94
195811,205.38,104.2,-99.99,90.22,196.67,69.19,42.06,51.9,110.38,33.11,-99.99,92.61,271.36,472.98,18.99,30.67,124.09,86.32,273.69,-99.99,89.24,266.12,451.1,131.7,97.35,-99.99,-99.99,50.98,86.41,926.31,253.19,1744.77,46.15,20.36,645.43,-99.99,120.19,574.93,62.91,297.8,95.17,43.14,136.6,32.61,159.94,168.83,32.77,107.91,50.52
195812,207.4,108.87,-99.99,94.84,198.38,70.31,44.62,57.09,115.39,33.77,-99.99,99.13,291.63,486.9,21.32,31.34,128.28,92.52,273.37,-99.99,92.55,275.99,471.22,129.49,99.66,-99.99,-99.99,51.47,85.15,938.56,259.54,1778.45,49.43,21.23,658.94,-99.99,137.02,620.04,68.26,307.31,100.1,44.77,143.94,37.14,159.25,170.6,34.04,112.9,52.33
195901,204.16,111.96,-99.99,95.22,205.05,67.17,45.64,54.53,117.39,34.96,-99.99,105.34,303.66,514.53,21.82,32.3,134.9,89.4,291.5,-99.99,94.92,305.86,487.99,129.1,103.76,-99.99,-99.99,53.48,88.21,949.39,274.08,1998.25,53.62,21.65,791.7,-99.99,148.71,650.4,72.12,316.26,102,47.04,151.81,36.34,164.68,195.18,32.13,115.09,57.21
195902,202.8,114.72,-99.99,97.41,223.03,71.2,47.24,55.99,119.22,37.72,-99.99,107.09,301.25,513.02,22.12,33.25,136.88,96.49,295.52,-99.99,95.91,303.71,485.79,130.89,101.04,-99.99,-99.99,56.01,89.86,952.93,276.78,2076.29,56.54,23.27,749.77,-99.99,144.86,646.73,71.12,318.54,105.59,46.89,161.18,37.28,155.48,191.14,31.92,114.95,55.95
195903,216,117.34,-99.99,99.95,221.81,79.21,48.44,54.86,123.25,39.61,-99.99,104.29,313.03,537.32,23.25,35.07,143.07,99,297.43,-99.99,98.42,318.93,479.07,138.76,104.09,-99.99,-99.99,55.86,88.33,875.53,279.26,2176.43,56.09,23.16,788.63,-99.99,150.98,694.32,80.48,327.77,107.51,47.37,167.42,38.27,159.21,195.49,32.86,117.06,57.96
195904,216.25,116.02,-99.99,97.24,226.72,87.63,49.02,56,133.55,39.16,-99.99,111.45,325.48,543.01,23.46,35.35,142.8,96.56,289.69,-99.99,97.93,327.61,473.17,144.58,105.21,-99.99,-99.99,57.95,88.63,894.05,282.83,2147.5,64.35,22.67,801.5,-99.99,153.43,698.6,79.25,324.91,108.12,47.34,164.03,40.42,152.35,183.77,34.92,118.97,58.3
195905,245.32,117.24,-99.99,98.49,235.68,108.57,50.49,54.55,131.29,39.88,-99.99,101.43,367.97,581.36,23.51,36.77,149.02,92.68,295.8,-99.99,101.66,350.68,516.02,148.97,102.5,-99.99,-99.99,53.96,88.25,908.97,278.96,2246.95,66.14,22.92,860.39,-99.99,170.72,805.31,83.46,329.78,111.88,50.49,165.69,40.02,157.62,182.38,33.29,119.79,60.08
195906,235.44,122.3,-99.99,98.96,219.75,104.31,50.26,52.77,134.51,39.8,-99.99,103.52,362.48,612.88,24.95,37.48,154.32,92.16,308.71,-99.99,105.9,354.44,535.63,153.03,101.55,-99.99,-99.99,52.87,86.78,894.28,274.91,2222.19,60.92,22.74,997.43,-99.99,163.35,774.71,85.26,325.41,113.93,49.84,169.87,39.67,161.74,177.63,32.68,118.91,63.37
195907,258.82,123.79,-99.99,99.53,232.22,125.77,47.57,46.73,130.59,45.14,-99.99,128.55,382.78,606.04,23.65,40.51,154.75,83.67,324.85,-99.99,112.5,342.31,561.79,150.43,103.74,-99.99,-99.99,48.51,89.05,926.58,269.62,2132.12,65.89,24.81,892.56,-99.99,132.66,802.43,84.68,338.65,115.28,48.35,185.81,40.77,155.04,212.85,28.56,112.32,64.18
195908,263.2,128.4,-99.99,109.51,233.97,127.79,50.6,52.38,133.02,44.6,-99.99,125.73,402.05,643.81,24.53,43.29,157.75,84.22,335.92,-99.99,114.67,344.22,602.13,149.85,105.4,-99.99,-99.99,49.04,98.81,970.46,279.22,2144.84,65.56,25.23,862.23,-99.99,139.43,865.47,85.25,348.66,115.58,49.4,189.24,41.57,152.58,208.33,31.5,117.54,63.29
195909,239.23,127.78,-99.99,106.44,239.3,126.04,48.9,54.56,137.19,43.94,-99.99,132.55,384.92,619.72,24.61,41.77,153.25,81.76,340.7,-99.99,111.94,335.64,602.36,128.49,101.87,-99.99,-99.99,47.82,98.32,933.2,281.99,2156.57,63.91,25.65,846.56,-99.99,128.63,837.58,79.94,346.33,111.67,48.71,190.31,42.6,150.33,192.78,31.24,116.7,63.1
195910,227.14,123.54,-99.99,101.6,231.54,119.9,46.11,49.68,128.29,43.36,-99.99,126.11,365.24,587.58,22.87,40.17,146.45,74.4,322.6,-99.99,103.61,325.44,575.62,120.61,96.16,-99.99,-99.99,45.62,92.14,868.12,268.7,2115.51,61.02,25.22,822.47,-99.99,117.7,796.76,74.12,336.1,107.59,46.29,186.23,40.36,145.12,182.45,29.75,108.34,60.67
195911,257.22,126.58,-99.99,102.42,245.43,137.25,46.83,53.06,133.45,45.67,-99.99,134.8,372.52,606.83,22.82,39.12,151.62,75.46,318.24,-99.99,105.06,344.31,575.03,128.48,93.6,-99.99,-99.99,45,96.99,876.19,270.35,2142.93,61.73,25.82,832,-99.99,125.03,880.64,74.94,340.81,106.48,48.9,186.9,43.3,142.29,173.75,30.89,112.78,63.32
195912,281.39,125.91,-99.99,103.86,248.14,143.96,47.85,52.04,137.55,45.75,-99.99,131.88,393.45,616.94,22.19,39.17,152.53,75.15,314.89,-99.99,104.61,388.45,569.5,145.88,98.14,-99.99,-99.99,44.97,97.19,864.83,270.32,2115.14,66.33,26.52,884.47,-99.99,130.66,990.42,76.48,361.02,102.96,52.15,189.66,42.71,145.3,184.38,30.86,111.8,69.02
196001,269.02,129.19,-99.99,104.3,241.14,143.44,49.66,56.21,138.62,46.52,-99.99,122.51,386.74,637.33,22.41,39.45,153.49,78.69,322.46,-99.99,107.92,409.79,596.89,135.71,98.14,-99.99,-99.99,46.94,99.09,901.21,275.2,2185.96,64.42,27.2,887.32,-99.99,146.62,998.52,80.99,366.51,105.02,51.84,194.75,43.82,140.09,205.86,31.8,113.21,62.75
196002,257.88,123.66,-99.99,98.45,237,160.29,45.18,52.69,127.53,42.61,-99.99,117.7,361.46,575.41,21.56,37.62,143.4,76.72,293.26,-99.99,103.24,360.57,529.78,127.81,95.86,-99.99,-99.99,47.81,91.58,832.61,268.73,2206.55,60.76,26.18,838.32,-99.99,130.64,891.52,74.52,332.83,100.46,49.07,182.97,39.56,138.67,184.86,29.66,105.81,60.31
196003,272.34,127.47,-99.99,96.19,240.52,171.22,45.47,54.43,139.53,43.21,-99.99,121.6,360.98,569.93,21.63,37.55,147.81,77.23,286.07,-99.99,100.92,379.31,515.3,130.07,98.32,-99.99,-99.99,48.33,88.49,797.38,275.25,2386.99,69,26.15,854.52,-99.99,143.63,986.84,68.86,343.31,99.16,49.8,190.35,40.13,138.47,186.88,29.49,103.44,65.24
196004,279.86,126.37,-99.99,93.42,240.33,168.43,48.63,56.83,139.05,42.08,-99.99,116.42,367.05,555.69,21.67,34.94,146.78,76.1,270.64,-99.99,97.34,375.86,485.45,117,93.95,-99.99,-99.99,46.95,83.69,791.13,278.95,2372.57,70.38,24.91,886.47,-99.99,143.59,1027.27,67.38,335.61,94.26,49.21,190.35,38.59,139.59,185.51,29.1,102.17,63.22
196005,291.43,127.56,-99.99,91.34,244.02,190.25,47.73,56.54,136.86,42.13,-99.99,116.7,373.21,525.31,21.77,34.57,147.28,68.94,256.15,-99.99,93.32,381.06,477.22,120.59,91.15,-99.99,-99.99,46.66,81.36,756.35,282.03,2347.72,77.28,24.31,906.8,-99.99,151.14,1032.96,61.93,337.86,92.22,49.37,189.11,42.06,142.26,178.05,27.06,99.96,63.61
196006,341.22,136.75,-99.99,90.68,248.24,210.39,48.68,65.86,147.56,42.84,-99.99,135.28,422.93,542.2,21.44,35.14,152.29,63.47,260.75,-99.99,94,405.74,475.34,133,97.49,-99.99,-99.99,45.75,83.03,722.43,285.12,2424.23,77.49,23.26,1018.52,-99.99,168.17,1154.04,59.45,347.53,92.51,50.13,194.43,42.28,141.17,179.83,28.83,98.69,64.57
196007,374.41,145.08,-99.99,93.58,260.54,237.37,58.91,68.69,158.56,40.27,-99.99,120.94,427.52,551.15,23.3,38.14,154.24,59.22,260.44,-99.99,98.01,369,472.06,127.41,98.5,-99.99,-99.99,44.2,83.84,756.15,303.97,2495.9,70.73,23.18,1057.79,-99.99,146.94,1019.3,57.08,357.61,95.85,67.97,185.89,42.88,135.68,316.56,25.31,96.39,71.18
196008,357.38,142.42,-99.99,92.73,272.85,222.57,57.58,69.65,157.11,39.8,-99.99,122.73,409.3,514.3,22.61,36.93,146.18,57.41,254.54,-99.99,94.11,343.74,465.28,132.17,95.83,-99.99,-99.99,45.33,85.66,760.46,299.94,2498.29,73.18,23.01,1046.98,-99.99,139.83,990.79,56,342.81,92.85,63.58,182.89,42.39,136.92,321.15,24.15,95.44,65.85
196009,342.19,149.98,-99.99,95.4,285.29,234.42,62.97,71.81,165.11,40.92,-99.99,125.46,418.34,518.01,22.87,36.43,146.6,57.39,254.44,-99.99,94.52,340.11,476.41,145.59,93.98,-99.99,-99.99,48.11,88.13,784.35,314.79,2674.13,78.02,23.92,1072.7,-99.99,142.82,1022.54,57.97,346.03,94.02,66.37,187.54,43.11,143.33,325.74,25.12,97.91,68.6
196010,294.88,149.58,-99.99,90.53,279.15,233.4,59.93,67.21,150.1,38.85,-99.99,112.11,381.77,483.65,21.15,35.69,139.15,54.48,233.49,-99.99,89.04,303.82,446.7,133.37,84.65,-99.99,-99.99,47.07,83.47,777.06,299.8,2495.17,75.03,22.44,1018.06,-99.99,120.32,918.34,52.83,320.73,88.62,60.68,171.56,42.21,135.97,288.35,23.95,92.2,66.78
196011,393.13,152.69,-99.99,91.01,290.57,244.36,56.43,69.21,159.45,37.6,-99.99,117.17,366.21,476.93,20.71,34.51,137.48,51.8,228.49,-99.99,87.61,293.61,440.28,135.04,85.2,-99.99,-99.99,48.68,82.28,794.95,298.05,2498.68,79.98,22.58,1004.69,-99.99,120.49,847.5,52.18,315.03,87.72,58.02,172.13,40.38,137.23,288.19,22.97,94.73,67.84
196012,414.21,169.49,-99.99,96.61,304.2,283.64,62.03,77.99,174,38.45,-99.99,126.86,378.25,493.73,21.29,35.08,145.7,57.62,229.21,-99.99,94.56,308.6,435.31,145.46,89.83,-99.99,-99.99,51.86,87.34,813.78,307.8,2601.67,85.77,23.44,1096.81,-99.99,119.72,912.35,54.84,331.21,91.64,63.52,182.58,42,148.95,312.29,24.98,99.83,70.48
196101,428.48,179.02,-99.99,96.21,315.09,311.69,64.68,83.77,177.05,39.64,-99.99,132.33,421.81,508.31,22.31,36.39,151.82,60.33,240.42,-99.99,100.23,310.94,433.19,149.43,90.94,-99.99,-99.99,54.93,88.47,857.42,326.52,2904.7,92.73,25.05,1168.82,-99.99,127.96,903.51,57.76,349.54,93.53,64.76,186.45,42.8,154.02,342.61,25.82,106.03,72.69
196102,457.54,196.1,-99.99,101.11,343.31,301.09,69.71,91.95,184.41,41.75,-99.99,153.62,444.15,541.96,23.71,40.36,160.05,69.47,260.81,-99.99,106.09,309.59,469.66,157.77,99.5,-99.99,-99.99,58.31,98.25,939.34,341.82,3133.8,95.91,26.88,1246.99,-99.99,136.02,918.57,62.45,365.34,101.22,69.82,190.48,44.62,167.19,352.56,31.4,113.78,79.32
196103,462.66,204.56,-99.99,109,359.69,386.24,78.65,93.23,195.33,44.53,-99.99,176.45,462.78,551.26,26.05,43.04,167.07,74.14,274.08,-99.99,115.37,308.7,484.08,170.16,99.97,-99.99,-99.99,56.97,106.82,958.53,353.06,3155.65,97.52,27.16,1327.42,-99.99,140.04,921.89,68.37,389.37,105.04,72.13,199.25,48.12,182.15,358.69,36.28,119.41,82.47
196104,482.89,213.89,-99.99,111.7,380.21,399.19,89.79,97.81,208,46.67,-99.99,180,480.42,556.94,29,45.46,170.83,79.95,279.24,-99.99,117.07,317.2,497.38,173.28,99.47,-99.99,-99.99,58.39,105.98,993.28,359.19,3369.27,95.69,28.44,1370.39,-99.99,137.95,931.94,66.53,387.19,106.02,75.44,210.91,50.03,191.95,361.36,39.93,123.63,86.85
196105,473.9,211.18,-99.99,113.25,379.99,381.97,91.14,89.66,213.08,47.92,-99.99,164.29,481.98,549.54,29.15,43.06,164.49,81.62,275.21,-99.99,114.31,309.67,485.34,178.86,97.89,-99.99,-99.99,59.06,106.68,1041.03,364.97,3396.07,94,29.47,1409.8,-99.99,133.31,953.98,66.38,386.01,104.41,77.74,211.28,52.22,197.4,370.44,43.14,122.14,82
196106,473.05,220.5,-99.99,118.99,390.87,362.1,89.26,91.82,213.21,51.27,-99.99,164.51,492.54,577.75,30.63,45.25,167.25,86.86,289.79,-99.99,119.37,323.64,498.26,183.4,98.65,-99.99,-99.99,63.72,114.52,1032.83,372.47,3359.13,92.75,30.16,1446.54,-99.99,142.78,929.16,66.97,390.65,110.21,77.75,222.65,51.09,204.58,362.24,45.56,129.25,83.73
196107,428.03,220.71,-99.99,115.42,410.49,358.85,84.17,93.57,208.86,48.43,-99.99,161.54,467.14,578.59,29.49,46.09,159.32,78.87,268.71,-99.99,114.46,304.44,486.17,180.8,98.85,-99.99,-99.99,60.57,116.1,992.02,365.14,3419.2,96.81,29.59,1433.27,-99.99,128.73,780.18,64.96,378.7,105.25,77.06,218.23,49.24,198.23,356.18,43.72,125.86,85.35
196108,426.93,230.54,-99.99,116.39,435.64,351.39,84.53,91.49,212.82,49.15,-99.99,157.31,485.32,596.58,29.13,46.81,159.13,79.32,280.35,-99.99,115.71,314.61,514.8,194.19,100.65,-99.99,-99.99,62.24,119.99,1014.07,374.9,3639.16,87.9,28.62,1461.44,-99.99,126.54,763.76,66.69,376.81,106.05,76.99,223.47,50.71,204.01,357.87,42.55,140.38,92.75
196109,389.12,243.41,-99.99,119.82,467.45,351.52,86.05,92.1,235.11,51.44,-99.99,165.76,502.29,608.12,30.08,49.32,159.85,81.28,279.12,-99.99,117.23,324.82,530.21,191.86,99.55,-99.99,-99.99,64.74,121.46,1007.11,387.8,3623.85,97.56,29.12,1555.02,-99.99,130.14,776.37,71.45,396.03,109.03,79.04,229.84,50.74,231.38,416.21,40.07,146.88,93.27
196110,333.21,243.49,-99.99,117.94,467.26,378.91,79.11,93.41,228.21,50.99,-99.99,156.39,497.2,581.66,29.39,47.18,156.49,76.27,257.11,-99.99,113.37,319.61,550.36,178.22,95.34,-99.99,-99.99,60.71,122.83,940.52,392.43,3521.85,91.25,28.1,1604.59,-99.99,124.44,747.83,67.96,385.53,107.74,75.6,232.48,47.6,238.36,390.74,37.41,141.68,98.58
196111,307.31,254.05,-99.99,116.93,501.06,333.72,86.94,94.54,226.33,55.17,-99.99,163.47,514.62,582.93,29.9,48.66,157.38,79.68,252.82,-99.99,113.87,313.92,552.14,168.48,91.64,-99.99,-99.99,59.48,128.68,1000.29,412.28,3916.45,92.92,28.77,1733.46,-99.99,114.66,796.55,65.91,392.63,110.16,78.93,254.37,48.03,244.38,383.21,43.49,144.72,98.49
196112,315.36,267.19,-99.99,121.87,539.14,324.17,90.8,97.16,236.37,58.03,-99.99,173.9,527.71,593.73,31.04,51.99,166.52,83.55,255.03,-99.99,116.72,336.66,591.14,172.47,95.2,-99.99,-99.99,61.15,136.21,1063.04,425.12,4224.6,100.05,31.69,1742.8,-99.99,120.74,806.09,67.14,400.12,110.86,83.42,266.21,48.4,259.67,427.58,45.98,154.77,98.84
196201,344.92,256.11,-99.99,123.47,506.83,333.58,91.76,93.59,227.63,57.95,-99.99,164.03,518.05,593.22,30.63,50.05,166.99,82.26,266.83,-99.99,116.84,331.25,606.17,173.01,94.94,-99.99,-99.99,59.24,136.22,1104.4,406.33,4360.93,98.88,30.68,1732.42,-99.99,117.43,813.54,66.34,389.56,110.51,83.64,264.81,47.28,242.52,424.56,45.55,150.17,98.2
196202,332.58,239.07,-99.99,119.32,486.34,266.88,88.74,90.21,210.83,54.45,-99.99,158.79,492.04,576,28.9,52.31,157.65,81.3,256.43,-99.99,116.14,323.82,603.47,185.1,100.41,-99.99,-99.99,58.44,142.84,1125.06,394.83,4096.13,93.9,30.31,1617.73,-99.99,112.4,753.42,68.85,368.89,113.25,83.11,239.59,45.4,228.34,396.31,45.11,146.36,95.7
196203,319.28,238.74,-99.99,119.44,487.6,259.59,87.35,89.44,208.74,55.52,-99.99,164.61,509.38,592.98,30.2,53.36,158.95,83.6,252.43,-99.99,117.84,322.6,591.83,177.94,97.52,-99.99,-99.99,56.22,143.14,1180.74,404.01,4238.72,92.99,30.08,1603.3,-99.99,115.16,769.44,73.85,382.31,113.16,83.07,243.13,45,238.46,425.63,43.97,148.31,99.33
196204,278.37,242.38,-99.99,118.91,455.65,242.55,84.05,89.6,218.06,54.87,-99.99,164.42,511.04,589.69,28.8,52.91,160.53,81.17,254.48,-99.99,115.67,325.77,594.87,171.29,94.56,-99.99,-99.99,55.17,136.46,1186.25,411.04,4110.11,88.96,31.09,1587.17,-99.99,112.81,778.23,75.98,400.05,112.65,81.08,245.7,43.12,232.63,441.96,46.04,142.57,98.84
196205,272.54,231.35,-99.99,114.72,397.46,217.34,74.5,81.14,202.5,50.36,-99.99,147.85,452.29,554.13,26.67,48.71,148.96,72.44,227.88,-99.99,106.52,293.34,557.61,153.48,86.18,-99.99,-99.99,51.03,132.59,1144.76,398.74,3917.57,88.04,29.22,1354.67,-99.99,99.28,758.45,72.97,368.54,105.67,76.32,237.4,39.32,218.63,392.94,39.61,131.09,99.03
196206,241.93,205.21,-99.99,104.15,339.21,198.86,63.38,67.94,182.24,45.16,-99.99,134.81,401.6,506.52,23.19,44.63,135.72,61.98,209.33,-99.99,97.66,272.79,527.16,146.38,77.77,-99.99,-99.99,48.45,119.17,1105.68,358.43,3612.52,77.95,26.92,1178.22,-99.99,88.25,652.06,61.81,327.45,99.99,67.71,215.32,36.28,191.31,361.14,35.42,122.05,87.54
196207,216.44,193.96,-99.99,101.14,311.31,172.09,56.47,54.97,147.29,41.4,-99.99,132.06,350.17,434.37,21.46,41.44,115.35,56.71,185.12,-99.99,86.77,224.57,494.37,122.7,71.33,-99.99,-99.99,60.26,98.48,937.29,345.36,2570.08,65.97,25.22,884.73,-99.99,76.47,566.32,58.69,303.43,94.24,59.01,189.53,31.97,144.11,332.04,30.49,117.09,73.49
196208,233.69,207.64,-99.99,103.91,314.31,158.58,59.02,59.13,161.67,44.62,-99.99,128.7,379.85,462.87,23.14,43.61,121.36,62.46,191.02,-99.99,90.28,246.35,527.33,136.75,74.39,-99.99,-99.99,62.22,108.74,980.63,370.1,2755.94,73.58,25.98,1006.54,-99.99,79.2,627.14,60.62,313.8,97.26,62.01,196.98,33.63,156.06,356.36,32.54,127.56,80.32
196209,233.42,207.01,-99.99,108.05,316.79,161.03,64.72,62.01,163.56,45.88,-99.99,123.31,347.54,479.96,23.75,43.12,125.08,63.97,188.19,-99.99,91.83,255.59,539.07,144.38,73.36,-99.99,-99.99,63.9,109.85,990.94,380.45,2780.12,72.23,26.87,1026.87,-99.99,80.41,657.84,62.17,321.49,99.86,64.6,204.93,33.58,162.75,360.34,32.28,131.73,85.48
196210,219.56,197.23,-99.99,101.26,292.17,140.62,59.43,58.68,148.73,42.83,-99.99,118.58,332.71,469.95,22.67,41.09,116.06,60.22,172.07,-99.99,85.89,234.45,522.44,134.48,70.62,-99.99,-99.99,60.03,105.2,973.6,368.77,2608.08,64.77,26.53,913.81,-99.99,73.36,616.64,60.08,300.69,94.29,59.62,191.28,30.58,152.77,317.78,32.82,126.03,81.19
196211,188.91,192.4,-99.99,107.66,272.76,125.04,55.59,59.48,149.94,42.29,-99.99,117.9,341.18,492.26,21.95,41.35,114.05,56.19,175.25,-99.99,85.53,240.08,534.43,135.79,72.4,-99.99,-99.99,60.26,102.99,967.51,363.66,2680.38,65.42,24.66,893.39,-99.99,70.43,611.22,59.32,296.91,96.94,59.01,188.18,28.99,151.05,331.57,29.56,123.99,78.31
196212,217.02,214.82,-99.99,119.3,300.93,147.65,62.4,66.73,176.16,46.15,-99.99,129.79,401.21,545.71,25.2,45.62,129.02,62.19,199.85,-99.99,96.45,273.69,562.09,148.02,84.34,-99.99,-99.99,65.12,113.46,1063.82,389.88,2852.83,75.09,26.99,1030.9,-99.99,79.67,688.34,69.31,334.84,112.39,66.8,207.81,32.69,169.64,377.97,38.32,143.32,90.29
196301,218.07,220.54,-99.99,121.82,294.02,149.53,63.96,63.22,177.27,45.85,-99.99,126.82,404.76,550.41,24.52,45.85,125.69,62.02,190.68,-99.99,96.72,274.32,579.2,143.94,83.76,-99.99,-99.99,63.18,113.58,1114.13,402.41,2879.81,75.29,27.41,1007.33,-99.99,78.77,705.88,67.23,329.69,113.47,66.67,207.78,31.82,171.87,748.01,33.21,146.28,93.56
196302,241.49,234.68,-99.99,126.56,299.08,163.81,68.95,67.72,186.31,48.69,-99.99,139.91,425.96,575.52,26.7,49.65,131.19,65.02,205.64,-99.99,105.02,287.89,621.2,145.41,85.1,-99.99,-99.99,69.92,122.84,1139.93,422.53,2998.78,75.91,28.22,1081.78,-99.99,83.44,728.72,74.63,356.05,119.98,68.98,215.55,34.25,176.94,793.67,36.38,151.82,101.36
196303,227.01,227.75,-99.99,119.62,286.03,146.31,66.32,66.25,179.89,46.96,-99.99,141.47,412.57,550.1,26.5,49.82,129.84,63.13,199.51,-99.99,101.94,269.17,599.78,142.06,85.87,-99.99,-99.99,68.14,121.7,1118.1,414.97,2946.6,76.88,27.5,1015.48,-99.99,86.45,717.6,77.35,346.11,119.37,67.52,216.28,32.69,177.7,757.45,34.38,150.88,101.56
196304,222.58,231.33,-99.99,124.74,307.78,143.6,68.67,65.85,186.85,47.52,-99.99,141.51,417.18,569.86,27.34,50.05,134.19,63.2,203.7,-99.99,104.59,271.77,637.89,139.53,89.95,-99.99,-99.99,69.88,129.04,1195.56,421.49,2999.8,79.85,28.98,1063.66,-99.99,86.92,729.76,82.05,355.56,125.06,67.56,220.65,30.71,180.64,773.2,34.34,155.02,107.53
196305,250.17,232.87,-99.99,125.38,327.17,140.19,69.01,71.89,197.38,48.18,-99.99,144.6,449.97,604.8,28.94,53.69,138.96,69.16,214.64,-99.99,107.87,287.79,691.67,144.79,91.96,-99.99,-99.99,73.3,134.55,1296.32,430.45,3111.61,82.93,29.06,1158.68,-99.99,99.58,742.18,90.15,371.76,137.56,74.46,232.44,30.8,185.43,763.75,33.09,165.15,113.65
196306,295.76,238.97,-99.99,126.33,314.34,137.89,74.91,71.9,198.8,48.28,-99.99,151.31,446.06,609.36,29.34,54.85,140.16,68.05,227.18,-99.99,114.06,300.95,733.86,141.63,92.45,-99.99,-99.99,74.47,139.16,1283.89,433.52,3069.68,86.49,29.28,1296.63,-99.99,103.26,769.38,89.74,365.82,145.55,75.08,237.89,31.58,184.63,740.13,34.47,168.41,112.89
196307,31.86,173.61,145.33,94.75,261.58,60.37,38.71,52.81,272.72,30.81,-99.99,112.49,387.13,347.73,12.2,37.12,72.36,16.73,166.94,74.98,80.16,66.09,448.5,95.5,87.45,222.59,30.53,54.25,103.96,580.41,388.72,1700.77,24.44,49.92,725.7,-99.99,92.55,36.67,174.41,273.02,112.26,21.68,135,26.98,112.38,257.48,27.36,111.63,57.05
196308,32.52,172.57,149.02,98.21,254.94,57.41,38.34,52.75,272.13,30.53,-99.99,111.05,389.61,344.13,12.13,38.27,71.62,16.93,165.8,72.08,77.52,64.37,448.22,92.02,85.08,210.23,32.69,53.7,104.46,592.93,390.75,1696.57,23.03,48.86,723.78,-99.99,91.69,35.5,169.01,273.65,110.37,21.67,133.25,25.81,110.56,252.98,26.39,113.29,58.78
196309,32.42,180.17,156.95,112.13,270.74,60.09,41.38,55.37,288.54,31.84,-99.99,120.52,425.76,358.02,12.98,39.77,75.86,17.48,180.21,70.83,81.03,67.38,478.22,94.14,87.53,217.87,33.37,55.74,112.49,611.96,413.47,1758.1,22.83,50.49,754.49,-99.99,98.03,37.24,184.5,287.77,117.69,22.49,141.68,26.07,114.93,259.15,27.22,119.16,64.48
196310,41.99,177,154.71,113.08,258.69,56.79,40.36,56.97,283.8,30.45,-99.99,116.26,407.72,362.39,12.53,39.24,74.81,16.71,180.44,68.93,78.64,66.09,479.67,88.97,84.96,204.86,33.49,55.46,106.67,595.07,402.25,1797.45,22.28,49.9,796.55,-99.99,94.29,37.13,192.48,281.96,112.92,22.05,143.14,25.3,110.83,254.93,26.9,113.95,66.31
196311,41.52,181.56,165.92,111.53,273.66,65.52,41.11,55.81,295.6,31.15,-99.99,127.35,418.72,374.69,12.6,41.33,74.28,16.59,183.14,70.95,81.57,65.72,534.03,91.46,85.39,212.13,32.7,58.11,116.47,593.56,398.41,1859,22.79,50.35,864.68,-99.99,103.65,37.63,192.57,290.99,114.68,22.33,143.48,25.59,109.34,258.74,28.2,117.27,68.21
196312,40.26,182.64,163.92,110.26,255.35,64.66,39.26,55.42,298.03,30.65,-99.99,128.25,408.9,388.23,11.91,42.01,73.74,16.18,178.39,69.33,81.32,64.28,500.22,96.06,88.39,218.54,31.27,59.4,117.03,587.29,395.37,1925.33,23.79,49.03,852.75,-99.99,105.28,37.96,188.74,289.17,118.18,21.35,142.37,24.63,105.5,246.85,26.7,116.92,68.67
196401,41.57,186.62,173.15,111.04,270.31,62.93,38.52,53.67,317.88,30.34,-99.99,124.46,416.29,405.25,11.92,43.32,74.2,15.73,182.5,69.56,83.3,62.54,502.05,89.79,88.24,200.24,32.26,63.29,123.12,614.5,406.48,1920.98,23.34,50.3,888.18,-99.99,106.79,36.57,189.71,288.21,122.32,21.49,142.73,24.93,107.94,249.94,26.87,117.49,72.86
196402,41.44,188.11,177.15,112.03,265.74,62.37,37.98,56.84,322.96,30.02,-99.99,130.21,431.09,418.29,11.9,44.13,75.59,16.03,190.5,74.77,86.7,60.64,507.24,93.24,91.65,188.96,32.3,63.22,128.59,643.65,411.2,1984.8,22.85,51.58,916.33,-99.99,110.18,36.4,189.51,299.42,126.68,21.11,146.31,24.84,104.1,251.31,25.68,118.39,73.97
