,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
198702,129.23,923.13,3178.47,978.51,5638.12,235.28,290.83,845.79,1012.54,226.11,170.12,221.85,1121.61,1039.41,104.27,156.7,327.58,99.89,358.03,65.69,210.42,211.93,1292.61,1160.06,699.29,552.13,215.4,260.78,176,748.24,1155.48,1237.82,228.66,179.1,662.64,86.55,222.73,189.48,990.65,801.96,360.42,151.75,499.01,264.61,286.98,773.55,136.93,536.01,351.94
198703,146.16,960.16,3331.17,1007.38,5474.76,256.52,326.08,934.39,1058.03,256.28,187.47,253.49,1254.1,1090.94,109.46,166.37,343.19,107.67,387.71,74.63,226.15,221.5,1327.15,1235.82,739.77,580.23,257.51,289.73,175.33,738.79,1123.83,1237.33,237.15,189.71,729.4,96.93,242.92,206.16,995.69,747.51,377.57,161.22,559.82,290.74,303.55,837.51,145.51,544.75,372.32
198704,149.63,995.11,3396.25,1015.34,5479.71,275.45,328.27,937.9,1088.67,258.78,199.58,253.34,1245.62,1161.34,112.36,169.52,359.72,114.09,419.93,80.79,221.96,221.57,1458.02,1211.89,686.13,605.87,325.63,323.84,173.65,829.66,1098.2,1246.37,219.37,191.93,758.49,103.45,240.87,209.61,1055.82,772.66,361.48,163.57,575.18,307.28,298.66,788.51,148.02,545.37,388.03
198705,134.26,948.44,3163.34,1058.45,5319.08,292.33,340.25,908.5,1069.6,246.27,186.48,246.36,1221.53,1174.98,109.3,179.62,348.09,105.46,432.61,73.24,219.32,220.06,1573.11,1082.79,618.77,618.31,339.4,336.72,171.69,839.43,1046.07,1211.74,212.94,185.79,814.67,109.99,244.26,210.73,1020.44,748.17,356.54,156.49,560.56,289.96,286.05,745,140.82,523.11,371.54
198706,139.86,983.33,3266.97,1058.06,5372.56,289.05,345.14,949.6,1081.8,242.82,194.8,244.81,1233.59,1178.01,112.43,194.79,339.86,101.84,457.86,72.37,224.59,218.74,1524.59,1083.09,618.2,676.43,315.27,331.67,179.31,842.8,1019.28,1243.85,203.82,190.29,810.47,118.32,239.53,232.5,961.13,738.56,379.44,156.51,564.3,294.24,283.62,734.75,139.18,521.43,429.58
198707,105.71,909.34,3248.8,1005.85,5624.22,291.14,306.75,1147.21,1042.95,255.86,161.94,227.46,1023.22,987.05,126.09,200.73,333.41,111.45,480.91,73.69,225.6,195.84,1466.57,1000.38,517.53,707.65,286.96,576.75,173.65,854.46,1052.18,1247.21,188.9,175.08,704.39,117.97,232.64,216.46,979.53,768.82,368.84,147.39,528.27,286.99,225.3,658.24,137.36,403.97,362.82
198708,102.15,933.01,3452.77,1089.36,6134.7,309.72,327.66,1225.08,1094.4,268.23,166.77,233.76,1090.45,1064.33,136.27,212.34,360.49,117.66,574.2,76.96,252.46,206.09,1572.37,1115.7,542.87,740.06,286.43,632.44,183.09,891.12,1029.92,1351.06,193.05,180.46,703.96,112.33,247.42,220.53,1020.79,822.35,387.02,154.77,570.39,294.5,226.56,664.08,143.17,416.26,398.21
198709,104.63,952.49,3618.37,1107.55,7274.32,337.18,340.27,1212.97,1152.12,274.52,162.13,245.32,1117.48,1113.38,137.89,163.74,371.39,117.01,547.54,81.38,256.42,218.59,1640.14,1121.19,547.66,756.84,289.44,590.94,192.28,921.42,1060.44,1444.61,204.26,187.32,758.29,126.23,261.42,239.3,1080.43,874.87,388.66,156.55,588.29,306.2,236.9,721.14,147.42,435.35,411.8
198710,109,926.49,3546.62,1116.25,7261.83,324.56,340.72,1175.71,1152.51,254.88,157.18,223.6,1093.09,1107.14,136.47,161.4,372.3,114.08,569.29,80.43,270.03,223.39,1523.29,1131.59,543.45,734.22,305.3,618.37,181.01,892.34,1029.78,1500.03,198.08,191.96,715.1,133.06,264.85,246.54,1082.39,932.23,383.61,151.79,552.38,291.4,227.4,704.04,153.35,430.18,399.86
198711,79.26,760.61,2980.26,913.74,5667.07,212.54,234.63,909.91,908.05,176.72,107.45,181.06,902.07,804.95,97.67,108.66,269.65,77.95,394.68,59.74,178.26,151.57,1090.88,788.88,367.02,532.33,221.88,412.65,126.25,731.24,954,1309.97,144.12,138.83,551.4,97.1,191.6,173.66,796.22,697.97,266.95,108.99,399.66,224.99,177.49,583.98,118.38,332.67,294.48
198712,80.36,696.88,2721.85,925.98,5196.24,188.39,223.24,832.96,821.92,154.62,100.99,171.76,812.97,755.25,91.9,102.67,261.31,70.18,402.59,60.11,174.9,143.79,1029.52,709.09,341.68,523.43,265.88,406.78,122.25,651.19,923.18,1201.36,127.87,129.28,497.6,87.92,170.07,157.58,766.96,673.75,247.63,104.68,360.64,212.12,160.18,532.98,108.22,313.19,267.11
198801,89.55,748.58,2851.56,1044.33,5378.62,219.75,251.94,918.61,884.01,170.84,105.71,186.68,865.69,872.16,105.45,116.67,272.77,74.75,444.83,64.31,195.79,164.13,1124.21,746.58,386.64,570.2,256.51,445.63,134.93,699.59,921.34,1253.47,152.44,146.46,543.33,107.64,193.59,190.08,845.93,749.34,267.45,115.47,389.8,229.73,166.14,546.31,111.03,324.42,302.59
198802,92.52,785.53,2905.15,1040.73,5526.43,210.63,263.34,935.33,904.55,184.49,109.33,198.59,924.81,851.53,111.79,117.92,281.8,79.27,429.61,64.46,202.29,166.4,1202.38,855.16,414.17,637.73,211.13,429.26,135.14,764.88,1009.42,1383.99,160.45,149.71,531.83,103.62,192.76,188.42,825.36,738.82,280.65,120.31,420.6,241.71,185.73,594.22,114.32,352.06,304.75
198803,98.5,825.98,2953.99,1095.15,5861.3,236.77,290.75,1003.79,928.67,205.92,114.64,213.33,945.36,926.19,120.57,144.42,314.27,90.84,468.77,70.5,224.09,179.74,1296.35,892.28,439.45,653.86,234.39,461.08,146.82,787.57,991.5,1428.03,170.67,161.29,565.07,111.28,208.07,206.55,917.54,762.38,308.28,131.27,472.42,257.37,191.42,595.78,120.26,357.41,316.62
198804,102.96,834.95,2940.77,1102.04,5617.39,231.6,281.98,970.73,882.13,211.99,125.51,210.41,907.4,909.96,123.37,157.11,313.74,90.46,461.91,75.04,236.39,173.05,1327.71,887.02,454.13,638.62,241.82,517.7,153.78,810.71,953.11,1405.64,167.15,160.8,520.79,110.87,205.64,209.94,873.91,754.86,327.94,134.16,472.75,254.46,184.2,575.42,123.04,350.27,311.84
198805,98.19,840.56,3261.03,1076.13,5601.68,241.2,295.54,988.71,905.64,211.15,128.04,203.38,888.42,925.6,125.61,162.97,322.52,90.58,488.21,78.69,245.77,178.39,1385.98,899.91,475.57,659.71,239.08,530.91,163.23,853.91,945.76,1436.78,163.3,155.02,543.38,113.59,209.87,211.89,899.08,764.03,327.57,137.98,492.95,265.32,186.72,564.7,130.97,349.64,310.32
198806,97.15,859.65,3278.19,1045.9,5382.37,242.86,291.06,992.43,919.48,206.59,129.55,199.51,878.66,901.27,125.82,138.49,316.92,90.92,483.11,75.53,243.87,175.54,1394.95,914.84,472.99,647.09,253.54,519.97,162.74,862.95,976.53,1469.56,157.84,150.72,544.34,111.58,207.64,202.31,878.36,772.72,324.3,135.73,478.69,264.03,193.56,574.92,131.99,354,311.23
198807,192.36,777.76,968.79,3005.72,4544.33,189,257.39,761.74,456.05,190.2,144.11,109.48,877.55,1214,144.67,121.32,292.76,135.4,412.41,104.04,264.88,619.78,1093.02,1478.24,107.05,806.87,308.65,253.58,222.56,867.05,949.78,1575.15,177.72,131.9,719.42,104.99,211.96,110.12,918.2,332.74,489.46,127.55,484.72,274.01,277.02,494.2,64.86,143.03,325.83
198808,195.03,803.28,932.39,2916.9,4832.19,184.08,260.09,761.43,457.14,191,139.05,112.93,892.44,1165.04,144.94,121.99,268.08,138.76,427.47,103.5,259.16,595.97,1082.85,1480.25,101.65,784.06,307.74,245.18,213.98,911.87,951.48,1609.87,169.72,131.48,690.24,97.34,203.42,104.81,888.66,333.06,488.49,127.15,464.79,273.26,279.66,499.23,60.3,142.62,318.07
198809,194.82,807.82,879.51,2949.56,4821.18,172.53,254.59,747.29,440.89,197.26,125.55,115.62,885.81,1111.87,135.29,122.17,258.64,132.39,405.02,87.92,245.04,570.16,1014.57,1421.43,95.17,722.69,289.83,240.27,202.88,895.46,942.72,1560.53,168.94,126.89,634.2,90.57,188.26,100.5,858.9,326.39,482.81,124.24,454.65,266.26,276.79,513.01,58.05,142.36,325.93
198810,198.96,851.28,892.76,3233.95,5175.11,185.02,263.31,798.94,471.51,196.88,138.08,116.09,918.69,1153.71,142.49,127.28,259.41,134.2,400.66,93.44,248.09,608.32,1060.84,1506.41,91.16,753.12,273.05,245.32,210.09,879.69,962.22,1662.01,175.66,134.44,653.12,96.49,194.47,101.08,852.06,333.93,519.08,129.16,495.49,292.18,287.41,537.96,60.07,145.26,362.53
198811,200.58,1023.45,921.35,3247.11,5184.24,188.65,270.41,837.07,491.11,198.84,142.83,114.48,936.53,1176.07,140.58,129.07,264.74,133.96,419.46,95.97,248.77,602.17,1103.75,1529.86,61.23,848.48,269.42,198.26,233.9,903.69,987.21,1718.5,177.22,136.32,662.42,92.5,192.79,100.82,858.95,355.03,524.41,127.31,500.73,292.95,286.75,541.93,59.07,145.48,347.52
198812,219.93,911.94,924.68,3230.72,5269.45,181.52,260.96,788.09,476.8,170.73,136.61,110.44,917.77,1138.92,137.3,121.21,258.67,134.13,409.49,95.51,248.94,621.74,1111.6,1472.57,56.45,801.71,286.12,197.15,219.68,908.97,973.94,1772.99,176.31,132.98,649.26,92.24,185.08,98.75,834.27,360.56,534.87,123.92,485.79,293.3,279.89,505.74,59.51,138.61,338.66
198901,232.26,889.09,1016.87,3243.56,5668.09,194.52,276.96,825.34,503.27,179.94,142.76,113.76,930.99,1194.29,143.99,130.2,266.88,142.97,425.75,95.42,257.29,628.42,1104.52,1467.31,58.39,789.33,279.6,205.97,223.55,937.91,973.5,1814.2,181.76,135.26,685.2,101.26,194.37,103.26,860.35,371.06,550.97,129.37,493.66,302.09,273.94,509.95,59.34,138.58,352.29
198902,239.61,943.24,1080.13,3412.81,5958.06,213.61,305.02,884.58,535.87,187.94,156.08,119.46,999.48,1301.72,149.69,142.33,283.03,149.98,474.22,107,269.82,683.16,1208.95,1553.47,61.88,835.35,277.93,215.41,259.7,997.64,995.71,2012.87,191.75,143.9,742.64,111.42,208.68,105.64,931.61,381.91,606.62,138.21,526.39,318.01,293.63,545.75,64.17,149.24,376.97
198903,238.31,918.55,1040.34,3409.76,5900.77,222.71,309.8,854.6,526.1,192.66,126.42,118.63,980.47,1264.39,153.65,151.79,287.76,146.91,456.18,108.22,263.96,650.33,1146.3,1529.29,73.23,961.68,313.57,211.33,257.08,984.55,970.06,1982.5,184.32,141.24,711.62,111.62,205.77,104.76,900.61,364.87,602.51,135.81,521.69,314.54,293.49,547.3,64.75,147.58,365.28
198904,245.2,957.5,1076.67,3659.11,6458.55,232.37,340.91,882.75,537.85,199.96,134.77,123.49,1037.43,1292.39,160.69,159.44,294.11,148.07,446.58,111.29,269.06,645.73,1132.01,1587.98,73.46,963.57,306.72,213.47,265.62,1026.67,969.2,2110.76,185.47,140.91,659.36,108.1,203.15,105.24,902.23,373.98,604.82,138.27,538.49,334.19,311.41,576.76,64.74,151.29,376.69
198905,257.52,783.96,1085.24,4263.52,6779.72,243.2,356.94,946.76,568.25,204.19,143.51,132.02,1103.34,1370.19,168.54,169.43,317.69,154.69,461.45,119,283.4,704.7,1121.08,1657.74,78.99,964.65,288.76,221.99,285.26,1061.3,1007.65,2310.31,187.99,151.89,696.92,119.02,216.81,112.92,954.88,375.46,646.34,146.72,578.15,362.71,324.28,610.27,65.38,156.15,402.52
198906,264.5,837.41,1136.6,4638.25,7271.64,268.07,384.6,934.47,579.21,211.42,148.97,141.84,1156.28,1390.04,170.04,176.38,326.69,164.53,469.33,124.95,297.04,808.22,1128.58,1686.56,80.95,987.19,266.32,223.15,318.15,1085.03,1043.83,2443.19,196.57,159.54,710.97,126.32,229.58,118.45,973.54,401.92,678.13,151.79,611.45,414.41,346.96,623.98,67.89,160.72,421.17
198907,253.87,814.01,645.95,4042.32,8304.88,323.74,365.04,974.06,561.02,197.51,158.32,125.26,1014.18,1347.21,158.1,165.27,275.01,159.82,393.42,133.64,298.06,1037.03,1050.88,1199.32,81.95,1117.68,273.81,274.59,180.87,1038.52,1101.61,2255.28,205.09,147.81,715.28,126.89,150.84,113.37,868.66,495.07,513.71,143.78,555.51,342,353.72,636.51,61.44,145.15,380.69
198908,315.73,925.55,669.13,4715.56,9482.77,356.03,406.65,1032.61,607.09,215.69,174.96,137.68,1163.12,1465.85,171.1,177.15,305.56,165.56,423.27,139.43,318.28,1171.67,1090.68,1287.42,80.83,1250.94,267.75,278.21,188.78,1081.6,1161.42,2537.23,216.38,155.64,731.27,127.9,158.9,115.78,943.45,548.16,567.08,152.58,619.91,378.85,385.68,697.7,61.7,155.62,427.88
198909,300.83,883.08,627.53,4511.68,9723.23,366.21,435.49,1017.51,625.17,230.16,178.98,142.47,1166.01,1565.12,178.13,185.94,313.54,174.98,455.42,141.36,330.53,1166.99,1203.75,1320.34,80.35,1296.24,290.52,318.13,204.63,1127.16,1143.42,2577.87,217.77,159.84,751.75,132.63,161.12,116.76,1003.46,578.47,647.85,156.53,647.31,382.51,391.92,723.92,64.33,161.27,434.32
198910,318.47,881.64,647.19,4563.4,9740.1,376.49,451.96,987.62,605.68,241.97,179.98,143.6,1138.28,1507.99,175.28,180.25,311.19,172.34,439.09,137.56,323.05,1143.29,1134.19,1348.12,79.96,1274.8,315.65,313.94,206.01,1141.27,1142.93,2673.48,211.19,161.8,712.64,137.09,164.47,113.58,986.3,545.85,620.15,153.76,633.49,380.94,403.78,741.41,63.75,161.44,475.89
198911,306.54,857.2,591.25,4639.14,9931.6,372.54,423.02,924.85,594.61,232.4,180.34,140.82,1146.33,1418.07,164.07,169.32,289.07,157.97,397.81,131.6,301.59,1111.53,1053.55,1284.57,69.02,1249.17,332.04,290.82,194.32,1152.77,1149.7,2611.01,191.18,156.73,679.28,137.3,159.78,104.79,958.22,548.9,571.62,148.14,610.41,370.5,369.99,754.03,58.31,155.68,459.17
198912,319.54,886.77,586.46,4797.8,9885.56,371.18,438.83,912.54,598.39,227.35,184.28,149.61,1206.34,1445.89,165.34,171.8,294.53,166.5,410.34,125.47,321.17,1215.02,1040.55,1273.36,63.36,1097.43,380.72,315.64,206.4,1190.44,1178.98,2663.09,195.09,150.63,663.83,140.27,153.62,103.82,1003.5,613.58,567.58,148.68,627.85,365.39,363.22,772.3,57.41,154.35,455.86
199001,322.67,935.37,594.77,4867.56,9774.07,108.19,407.45,910.31,621.92,225.91,197.11,154.48,1210.31,1497.53,171.99,172.15,294.2,170.92,417.68,128.85,321.83,1253.42,1013.5,1272.27,60.22,1193.46,384.68,324.64,213.38,1267.15,1229.24,2830.26,193.77,155.29,646.96,140.9,154.97,108.02,1036.12,642.5,597.88,153.24,633.53,366.59,354.05,754.03,57.78,143.89,484.38
199002,285.41,838.19,531.58,4428.38,8928.4,98.26,363.53,824.76,576.68,207.83,166.25,141.21,1133.87,1399.89,154.94,154.48,271.78,169.34,378.74,127.86,310.97,1206.76,973.35,1220.82,51.66,1255.46,425.22,309.87,206.02,1210.91,1164.03,2452.97,176.36,144.19,663.38,137.03,150.1,98.73,954.36,610.78,547.96,143.04,601.99,307.38,321.83,676.24,53.68,132.44,440.45
199003,312.13,836.78,526.29,4444.19,8680.68,98.79,370.39,820.52,578.51,215.54,163.63,143.56,1108.12,1433.63,161.72,157.22,277.66,179.48,389.68,131.43,328.01,1216.99,1024.87,1305.65,47.15,1209.94,408.61,324.14,220.72,1244.84,1158.87,2443.45,185.56,148.35,698.93,146.18,155.09,99.62,989.85,637.42,583.33,147.25,612.88,306.54,337.07,687.26,54.83,134.3,451.13
199004,320.24,888.82,577.92,4701.54,9207.92,105.41,374.12,813.83,610.8,231.04,162.38,150.77,1147.84,1448.29,172.43,160.72,293.4,183.66,413.41,136.75,343.99,1263.78,1060.28,1412.74,53.36,1250.9,369.3,338.52,233.02,1236.2,1143.82,2562.28,198.33,153.48,731.83,157.32,164.39,106.78,1008.53,661.13,599.39,154.68,654.84,312.74,327.61,695.86,57.02,131.11,478.22
199005,313.55,886.8,550.49,4810.49,9646.71,99.05,382.73,756.46,602.47,228.53,159.03,148.28,1155.67,1387.62,164.05,156.55,284.67,177.45,383.83,140.28,335.31,1296.9,1021.71,1333.3,54.51,1251.07,325.62,330.79,210.96,1203.39,1076.86,2490.61,197.63,150.77,738.81,151.43,157.14,103.76,975.91,670.3,581.13,153.53,645.57,293.93,315.89,663.01,54.61,127.92,507.56
199006,317.71,966.41,596.15,5569.78,9735.7,111.22,448.19,831.93,681.74,246.19,186.98,170.58,1294.83,1481.33,177.29,162.78,309.34,201.38,410.58,153.96,359.53,1418.54,1112.05,1466.78,54.62,1358.88,366.17,341.16,238.58,1264.75,1126.38,2768.81,223.65,162.09,839.1,182.05,180.78,114.5,993.52,702.36,612.98,169.23,735.04,332.28,351.4,738.42,54.84,134.38,566.64
199007,265.31,1319.88,563.61,5475.11,2490.14,102.28,368.91,810.14,688.59,205.83,180.89,164.36,1302.5,1356.79,177.39,164.28,254.11,195.24,397.68,135.94,354.11,1076.4,1042.55,1450.77,57.32,1145.74,321.4,306.26,260.62,1178.27,1135.23,2405.91,208.47,173.48,749.65,186.24,206.75,120.54,990.4,580.42,540.55,164.55,708.01,306.15,346.22,692.35,64.11,126.24,516.93
199008,283.57,1323.21,571.01,5475.68,2629.86,92.96,350.03,764.32,674.05,198.06,179.16,164.19,1342.02,1367.03,175.32,162.13,244.44,203.55,427.85,131.48,349.78,1093.41,1036.98,1411.19,54.93,1065.77,360.08,326.8,257.23,1290.7,1140.29,2318.08,205.31,169.22,701.6,158.2,192.9,115.43,1004.01,575.3,526.25,158.18,688.75,273.72,322.54,688.19,61.9,120.25,508.92
199009,257.32,1239.89,511.24,5199.86,2524.95,81.21,301.86,690.14,615.27,164.9,165.07,151.88,1255.93,1183.54,151.25,142.21,212.22,177.82,380.35,114.82,301.35,944.52,877.17,1214.57,49.57,958.95,338.75,297.95,228.71,1278.57,1056.93,2090.87,181.64,152.3,615.51,139.02,168.37,101.72,885.65,523.73,456.69,143.36,601.91,237.18,282.85,616.88,54.3,107.21,458.62
199010,221.74,1221.53,458.19,4836.88,2548.35,78.16,293.98,657.48,584.53,145.02,157.46,149.8,1199.62,1101.48,140.68,117.76,190.11,166.55,356.76,95.44,276.87,840.12,787.58,1090.28,47.57,965.94,335.91,286.35,236.58,1262.4,1056.85,2121.2,159.37,145.06,579.12,124.41,159.64,92.3,826.14,494.96,425.51,136.94,551.22,209.94,246.43,550,46.29,95.92,402.94
199011,215.62,1272.08,480.82,5199.79,2711.47,76.95,292.78,630.82,593.84,134.54,156.83,151.89,1239.57,1106.19,134.26,104.64,181.95,149.8,315.28,95.94,250.04,815.54,760.19,1123.56,36.9,1041.63,277.43,239.6,213.07,1210.19,1137.13,2214.17,154.97,137.92,564.19,124.86,149.5,93.61,832.25,503.23,418.44,133.59,539.85,202.2,224.69,518.63,42.7,89.53,390.42
199012,233.34,1336.61,527.98,5455.32,2899.68,84.24,332.11,695.93,636.14,155.26,171.19,170.75,1350.84,1209.97,150.29,113.35,195.69,165.32,326.88,107.21,275.81,870.79,774.4,1139.35,39.83,1135.48,262.62,252.58,203.44,1231.83,1161.06,2278.47,164.84,148.11,632.46,146.87,161.27,101.81,911.56,521.27,440.58,141.61,601.66,218.42,263.86,597.48,43.46,96.8,382.9
199101,227.37,1409.51,541.22,5576.18,3054.9,88.39,294.85,734.09,662.24,166.97,175.56,179.05,1391.95,1247.27,158.51,122.44,209.52,168.46,352.54,107.52,289.92,913.9,763.19,1182.11,41.18,1193.99,309.31,253.08,207.69,1211.09,1163.31,2302.13,177.75,156.58,661.57,154.72,168.93,104.76,971.73,551.6,481.58,149.4,620.89,231.56,283.6,629.68,44.42,99.13,408.81
199102,242.97,1451.27,571.61,5835.55,3135.88,98.78,309.27,802.1,665.14,200.4,196.96,195.63,1466.35,1316.8,169.33,135.91,231.05,184.47,380.48,118.56,313.96,1032.77,813.25,1260.93,41.89,1278.52,257.85,273.68,198.55,1194.54,1142.43,2314.44,190.42,173.57,768.02,189.4,189.4,114.65,1015.91,618.65,540.55,153.99,697.47,239.53,307.54,667.71,46.91,107.08,459.86
199103,268.03,1672.99,613.64,6463.3,3349.28,119.48,344.28,824.79,703.64,231.78,212.3,216.06,1631.25,1388.4,182.26,151.91,251.19,227.05,404.59,126.15,343.02,1111.2,893.83,1271.19,45.5,1363.24,272.91,302.81,224.71,1293.03,1189.68,2345.88,205.58,186.54,803.04,209.1,202.35,133.1,1064.08,652.25,575.05,167.59,749.48,276.9,346.34,730.8,50.33,119.11,496.86
199104,273.94,1769.82,649.31,6809.07,3394.94,124.64,339.72,827.66,739.41,241.96,237.8,236.58,1723.33,1381.54,200.36,156.83,263.14,212.91,411.38,136.28,341.17,1138.36,916.35,1273.53,45.15,1446.54,266.76,302.46,254.76,1321.54,1204.46,2387.35,226.12,209.2,782.26,224.47,213.12,136.83,1071.38,705.39,568.68,174.04,839.86,303.33,365.22,771.21,55.59,129.57,477
199105,290.42,1752.42,637.55,6535.18,3275.86,128.34,330.52,866.85,739.7,252.84,234.88,232.73,1703.87,1425.66,209.43,164.97,264.26,207.8,410.09,136.7,330.72,1156.23,902.47,1265.05,48.86,1427.2,263.02,311.54,269.11,1357.82,1197.98,2402.64,229.29,209.13,742.31,217.9,218.82,136.23,1108.68,759.35,594.33,178.95,861.1,297.77,391.09,755.51,54.72,131.82,476.95
199106,320.88,1814.57,656.52,6779.53,3377.58,133.72,343.42,935.31,766.48,258.53,248.51,245.12,1800.03,1573.25,221.92,172.28,283.66,218.72,431.98,145.09,359.58,1264.58,1042.06,1335.3,45.19,1471.93,279.06,308.53,249.09,1328.91,1191.89,2386.99,250.26,212.43,761.57,235.08,232.62,143.63,1207.56,800.63,640.08,193.41,937.89,315.97,419.71,773.67,53.96,138.28,497.24
199107,265.94,1768.91,713.38,5884.82,4357.62,112.35,297.82,795.98,691.38,221.59,222.34,228.03,1528.56,1440,216.41,177.81,242.38,202.28,391.75,117.85,320.73,1032.53,993.65,1228.08,199.03,1218.81,301.92,239.19,243.4,1189.43,1184.68,2304.25,210.39,170.78,675.41,206.41,215.59,219.48,1144.09,792.05,533.41,178.49,861.55,271.65,397.03,679.99,51.53,136.12,430.09
199108,296.08,1868.95,667.31,6947.3,4680.7,114.16,318.56,809.48,723.04,232.86,248.39,247.86,1665.32,1526.79,225.39,196.31,264.19,203.11,408.69,125.96,327.77,1034.1,976.86,1298.54,211.2,1235.62,297.54,242.38,239.23,1247.94,1226.97,2395.74,222.31,174.02,716.91,221.38,220.83,222.46,1133.92,837.1,562.48,188.49,919.9,274.98,435.43,685.51,52.24,147.01,442.52
199109,312.99,1987.35,660.22,7352.25,4983.09,115.61,317.41,821.67,749.78,256.08,247.56,256.71,1722.64,1530.82,240.22,196.92,276.52,203.68,410.55,133.63,326.56,1055.97,937.89,1331.39,194.52,1175.27,267.98,236.65,247.85,1263.89,1261.57,2428.62,224.09,176.69,686.38,247.01,228.98,229.21,1132.58,884.53,573.88,185.02,967.2,281.67,472.35,688.24,53.29,154.98,461.48
199110,297.38,1914.72,594.47,6990.88,4879.86,125.38,312.27,785.78,763.14,262.69,244.48,256.35,1736.04,1496.44,244.45,205.13,262.62,200.12,396.6,136.52,313.37,987.56,915.29,1334.45,175.55,1154.35,288.05,243.89,246.88,1254.64,1301.76,2451.83,227.78,177.33,696.8,252.84,213.62,224.28,1111.63,885.06,583.3,183.82,934.23,286.87,466.87,689.26,51.41,156.11,435.01
199111,291.44,1909.26,583.93,7136.73,4599.28,143.63,319.25,797.78,776.32,254.5,240.89,279.37,1854.67,1522.33,247.85,202.16,258.2,198.12,392.32,134.96,315.2,986.53,890.27,1377.71,177.6,1192.82,295.77,255.79,257.77,1278.32,1313.21,2510.51,228.25,183.78,679.74,283.95,221.74,235.73,1153.75,936.95,626.38,189.84,911.08,292.93,476.73,722.89,50.35,155.92,437.56
199112,277.72,1906.07,726.04,7332.57,4421.78,146.17,298.45,753.6,772.25,245.28,225.21,275.47,1826.18,1425.02,238.03,192.43,258.15,180.29,365.12,126.19,285.84,932.2,807.34,1289.45,191.28,1152.21,305.2,242.47,229.22,1170.1,1329.43,2391.17,220.84,179.01,655.68,281.39,214.09,221.33,1064.82,892.97,571.57,183.14,909.26,286.18,441.71,713.53,48.88,150.11,427.64
199201,302.22,2193.18,827.67,8453.23,5079.71,163.78,323.4,857.15,872.85,281.91,268.77,321.96,2131.08,1567.54,276.69,217.9,309.28,202.42,390.26,142.74,313.56,1110.89,867.67,1414.08,221.44,1233.31,299.26,278.77,231.26,1203.65,1389.12,2617.05,243.28,202.83,687.65,327.66,239.11,248.27,1173.74,930.29,658.44,205.74,1033.91,322.23,495.52,796.14,54.45,168.78,498.26
199202,304.88,2067.28,813.72,8194.55,4811.68,165.31,371.85,879.77,938.6,296.62,267.98,317.91,2009.62,1583.33,274.65,239.7,316.29,221.27,402.25,153.96,329.66,1101.6,957.29,1469.72,234.86,1194.02,325.39,292.73,208.53,1169.02,1320.87,2581.4,250.97,204.55,743.54,350.69,265.4,257.95,1220.25,833.14,651.05,202.79,1054.84,355.38,505.55,786.73,58.94,174.94,532.5
199203,294.94,2070.35,835.54,8309.27,4814.91,175.92,417.94,928.84,923.66,302.87,253.73,300.74,1962.69,1639.16,282.31,259.27,321.73,223.47,428.98,156.16,344.69,1137.15,1090.27,1414.44,231.64,1205.69,324.16,302.5,222.29,1162.38,1297.05,2565.13,258.84,210.45,784.52,363.08,278.75,257.03,1262.8,890.05,689.24,210.64,1103,354.75,536.12,793.79,60.14,180.77,535.77
